,origin_latitude,origin_longitude,destination_latitude,destination_longitude,regiao,date
45625,-8.086278,-34.893615999999994,-8.1049958,-34.8874677,Recife,2019-05-19 15:14:25.150
23504,-15.808737900000002,-47.8855958,-15.811575,-47.898723,Brasilia,2019-05-20 20:46:40.994
42282,-8.032147,-34.913472,-8.033238,-34.920449,Recife,2019-05-20 21:15:36.712
21073,-8.059647,-34.938952,-8.053291999999999,-34.935856,Recife,2019-05-19 17:14:20.022
41320,-30.0375969,-51.2226159,-30.065594300000004,-51.2254214,Porto Alegre,2019-05-19 21:47:01.536
13419,-23.5797475,-46.5943652,-23.623443,-46.620786,Sao Paulo,2019-05-20 19:41:43.132
24741,-23.491197,-47.444845,-23.477096,-47.416621,Sorocaba,2019-05-19 16:54:07.962
47078,-25.4051249,-49.245518,-25.433123,-49.257082,Curitiba,2019-05-20 19:50:30.985
7088,-25.435247,-49.282302,-25.4452242,-49.2604927,Curitiba,2019-05-19 18:50:20.964
35326,-19.9329209,-43.9509364,-19.9391686,-43.9570326,Belo Horizonte,2019-05-19 12:50:05.950
30039,-23.3125858,-51.147036,-23.331889,-51.174324,Londrina,2019-05-19 12:43:19.073
5604,-3.755711,-38.488616,-3.8103146,-38.46246770000001,Fortaleza,2019-05-20 18:57:49.857
24910,-20.304285600000004,-40.3003379,-20.313006,-40.28875,Vitoria,2019-05-20 12:26:40.309
21410,-13.004334,-38.4908324,-12.997882,-38.497365,Salvador,2019-05-20 19:25:45.876
19701,-20.480081,-54.62684300000001,-20.505906,-54.643349,Campo Grande,2019-05-19 20:30:52.112
1084,-23.608308,-46.670414,-23.627608,-46.663535,Sao Paulo,2019-05-19 12:54:17.808
11199,-29.915886,-51.165075,-29.927422,-51.162655,Canoas,2019-05-19 20:13:07.109
15771,-15.768815,-47.887244,-15.754972,-47.891704,Brasilia,2019-05-19 12:08:28.718
28510,-18.952737,-48.269431,-18.934272,-48.303713,Uberlandia,2019-05-19 19:21:45.394
24809,-15.7447677,-47.88662120000001,-15.759437,-47.886945,Brasilia,2019-05-19 13:38:35.051
16894,-21.1906373,-47.81620729999999,-21.1691745,-47.8266523,Ribeirao Preto,2019-05-20 20:07:30.565
16009,-23.3995169,-51.8942821,-23.393922,-51.907897,Maringa,2019-05-20 19:28:12.778
18584,-20.2810357,-40.2990703,-20.280972,-40.295625,Vitoria,2019-05-19 12:41:37.383
8659,-22.920352,-43.210208,-22.9280193,-43.1749,Rio - Centro,2019-05-20 12:46:29.332
14542,-19.944311,-44.040282,-19.957727,-44.039174,Contagem,2019-05-20 12:57:23.530
17164,-23.6315311,-46.73802720000001,-23.634153,-46.734802,Sao Paulo,2019-05-19 15:12:46.053
33850,-15.757499,-47.882591,-15.77227,-47.887006,Brasilia,2019-05-19 20:46:48.255
437,-30.0244985,-51.2002171,-30.058617,-51.22150300000001,Porto Alegre,2019-05-19 22:17:21.628
6905,-25.422704,-49.270245,-25.434835,-49.267236,Curitiba,2019-05-19 18:37:58.125
42788,-15.789625,-47.852947,-15.786549,-47.849697,Brasilia,2019-05-19 15:58:31.100
13517,-23.595538,-46.667779,-23.597422,-46.6713391,Sao Paulo,2019-05-19 14:28:41.457
47442,-23.4561188,-46.5455557,-23.4839515,-46.54664820000001,Guarulhos,2019-05-20 13:49:45.490
17294,-23.5184838,-46.59016510000001,-23.50589,-46.576435,Sao Paulo,2019-05-20 12:25:18.931
31076,-8.111289999999999,-34.926438,-8.12982,-34.903513000000004,Recife,2019-05-19 19:06:43.653
44413,-23.5818329,-46.643691,-23.573194,-46.642016,Sao Paulo,2019-05-20 15:19:15.883
29942,-8.0352128,-34.8985826,-8.061799,-34.872858,Recife,2019-05-20 14:48:48.734
5655,-23.565621,-46.650789,-23.5750405,-46.64686270000001,Sao Paulo,2019-05-20 14:11:38.980
34119,-22.956971,-43.175995,-22.95578,-43.180291,Rio - Zona Sul,2019-05-20 18:49:41.531
27317,-23.5785293,-46.6712766,-23.556873,-46.651258,Sao Paulo,2019-05-19 14:15:35.112
10748,-3.7407773,-38.53586729999999,-3.761183299999999,-38.5624259,Fortaleza,2019-05-20 21:19:42.081
18445,-23.537924,-46.686466,-23.562492,-46.652299,Sao Paulo,2019-05-19 20:04:35.693
42191,-3.727911,-38.509552,-3.72738,-38.518393,Fortaleza,2019-05-20 12:52:44.040
24323,-15.79601,-47.892005,-15.799597,-47.944131,Brasilia,2019-05-20 20:30:53.929
20241,-25.537677,-49.2034677,-25.527508,-49.202439,Sao Jose Dos Pinhais,2019-05-19 15:53:52.794
48691,-3.775543700000001,-38.5619871,-3.787578599999999,-38.5453522,Fortaleza,2019-05-19 19:22:54.692
3148,-30.0335008,-51.2108111,-30.045,-51.212677,Porto Alegre,2019-05-19 20:05:51.961
31366,-23.571952,-46.660748,-23.564351,-46.655444,Sao Paulo,2019-05-20 22:42:05.083
12812,-23.605653,-46.667599,-23.6096853,-46.662079,Sao Paulo,2019-05-19 20:23:14.792
36615,-3.728059,-38.495381,-3.724218,-38.484474,Fortaleza,2019-05-19 14:12:17.437
3859,-23.96833,-46.3331771,-23.9654508,-46.3411608,Santos,2019-05-19 19:02:16.448
37332,-26.893248,-49.062482,-26.9175493,-49.0980148,Blumenau,2019-05-20 11:23:42.565
32606,-23.485991,-46.616563,-23.4706286,-46.59190090000001,Sao Paulo,2019-05-19 12:57:55.952
40022,-23.3155749,-51.1668268,-23.335637,-51.170613,Londrina,2019-05-20 19:39:21.528
30696,-16.7088682,-49.2669419,-16.6732424,-49.2715532,Goiania,2019-05-19 12:56:03.637
47042,-23.418769,-51.932844,-23.436964,-51.911454,Maringa,2019-05-19 14:30:45.869
38634,-23.556741,-46.752969,-23.5617335,-46.7551948,Sao Paulo,2019-05-19 21:14:03.337
38033,-23.541708,-46.576618,-23.544888,-46.568118,Sao Paulo,2019-05-20 20:51:33.126
12114,-22.9657132,-43.1766333,-22.973545,-43.18960300000001,Rio - Zona Sul,2019-05-19 22:30:21.016
17516,-5.811433999999998,-35.207165,-5.827532,-35.20615499999999,Natal,2019-05-20 19:03:26.547
12267,-27.6102244,-48.5932673,-27.605587,-48.576149,Florianopolis,2019-05-19 21:24:31.821
16617,-23.976578,-46.310166,-23.975742,-46.2988182,Santos,2019-05-19 19:04:12.440
6809,-18.9088521,-48.2613704,-18.918396,-48.288299,Uberlandia,2019-05-20 16:59:17.328
18276,-30.0514397,-51.1869627,-30.03781,-51.185509,Porto Alegre,2019-05-19 19:30:13.087
36436,-15.602641,-56.114073,-15.605244,-56.130638,Restaurante Parceiro,2019-05-19 20:18:55.951
41549,-18.910389,-48.261806,-18.899305,-48.293448,Uberlandia,2019-05-19 14:18:50.292
22502,-8.160943,-34.913511,-8.14569,-34.92038400000001,Recife,2019-05-19 19:46:57.840
34971,-23.5528977,-46.6422765,-23.5625594,-46.6656719,Sao Paulo,2019-05-19 20:37:27.996
40064,-22.9571931,-43.1766428,-22.941911,-43.176403,Rio - Zona Sul,2019-05-20 11:33:08.261
47647,-22.902497,-43.181342,-22.911767,-43.220138,Rio - Centro,2019-05-20 14:28:54.982
3373,-18.9271668,-48.2808421,-18.9304204,-48.2885636,Uberlandia,2019-05-19 13:47:21.408
39607,-12.9785389,-38.4550888,-12.973126,-38.43000900000001,Salvador,2019-05-19 16:00:23.070
17183,-21.1781062,-47.7898623,-21.20614,-47.825276,Ribeirao Preto,2019-05-20 20:09:07.339
43453,-23.537924,-46.686466,-23.533945000000006,-46.669154,Sao Paulo,2019-05-19 20:16:36.756
8066,-23.589202,-46.684356,-23.622127,-46.662557,Sao Paulo,2019-05-19 21:17:46.070
38212,-22.955686,-43.196622,-22.9825201,-43.2198864,Rio - Zona Sul,2019-05-19 19:32:07.405
11106,-23.249069,-45.885948,-23.220573,-45.886669,Sao Jose Dos Campos,2019-05-19 13:08:45.091
1989,-15.8067277,-47.89324910000001,-15.801064000000002,-47.924871,Brasilia,2019-05-19 13:07:28.617
15187,-19.944311,-44.040282,-19.965292,-44.060312,Contagem,2019-05-19 20:52:22.771
34050,-22.9853857,-43.38077979999999,-23.006554,-43.29881899999999,Rio - Barra,2019-05-20 16:42:26.388
12031,-12.949233,-38.494574,-12.932303,-38.503897,Salvador,2019-05-19 12:55:28.027
18734,-22.404887,-41.79777,-22.3946064,-41.7835696,Macae,2019-05-19 17:17:10.251
49631,-23.582463,-46.678489,-23.5888122,-46.6790223,Sao Paulo,2019-05-19 14:42:13.939
32596,-23.566317,-46.652843,-23.5576152,-46.65601299999999,Sao Paulo,2019-05-19 21:41:18.146
40100,-23.556777,-46.658946,-23.529924,-46.63631,Sao Paulo,2019-05-20 20:03:04.424
32725,-22.965098,-43.177028,-22.9626698,-43.1754784,Rio - Zona Sul,2019-05-19 13:35:31.518
3635,-16.709568,-49.237167,-16.6837914,-49.26908140000001,Goiania,2019-05-20 12:48:56.601
26040,-20.3363684,-40.2841694,-20.331724,-40.280738,Vila Velha,2019-05-19 19:46:42.226
24456,-8.042609299999999,-34.8906805,-8.059852000000001,-34.882739,Recife,2019-05-20 21:42:50.703
35390,-8.052351,-34.908302,-8.047289,-34.938318,Recife,2019-05-20 19:34:38.158
1840,-23.5717979,-46.6555755,-23.6082432,-46.63871839999999,Sao Paulo,2019-05-19 13:56:11.566
11786,-19.8667284,-43.984604,-19.8638554,-43.9851358,Belo Horizonte,2019-05-19 19:54:25.271
37587,-23.493068,-46.851584,-23.476859,-46.866202,Barueri,2019-05-20 19:10:19.775
42962,-22.8720078,-47.0292625,-22.8400163,-47.03680689999999,Campinas,2019-05-19 11:21:03.621
41511,-22.89493,-47.080433,-22.8934955,-47.0860923,Campinas,2019-05-20 11:59:14.889
16119,-21.182366,-47.8082434,-21.1968418,-47.80018219999999,Ribeirao Preto,2019-05-19 12:59:32.333
25740,-22.9572024,-43.1766441,-22.9368437,-43.174205,Rio - Zona Sul,2019-05-19 11:48:47.219
16865,-16.7139212,-49.2388721,-16.687626,-49.207037,Goiania,2019-05-19 14:31:54.885
16792,-20.285436,-40.294323,-20.3023943,-40.3214775,Vitoria,2019-05-20 22:12:48.017
24038,-12.9817445,-38.4642297,-13.0003342,-38.4876471,Salvador,2019-05-19 14:29:28.814
19625,-20.4551,-54.614517000000006,-20.4383974,-54.61832270000001,Campo Grande,2019-05-20 13:56:03.410
220,-16.710199,-49.258539,-16.740782199999998,-49.2405523,Restaurante Parceiro,2019-05-19 13:59:24.907
13679,-23.668326,-46.621983,-23.689846,-46.589447,Abc,2019-05-19 13:59:09.713
10173,-9.648401,-35.715294,-9.660884,-35.703531,Maceio,2019-05-19 17:41:03.017
29738,-23.5528977,-46.6422765,-23.555945,-46.64193,Sao Paulo,2019-05-19 23:23:58.614
17273,-22.8915081,-47.0690609,-22.889752,-47.049786,Campinas,2019-05-20 12:11:16.976
12127,-23.518541,-46.726426,-23.513658,-46.717699,Sao Paulo,2019-05-20 13:10:34.607
11020,-23.515525,-46.618377,-23.4998739,-46.6095979,Sao Paulo,2019-05-19 19:06:15.998
47308,-23.316591,-51.16561,-23.334845,-51.175258,Londrina,2019-05-20 16:51:51.547
3910,-8.1133319,-34.8931307,-8.113722000000001,-34.898841,Recife,2019-05-20 20:06:42.544
16934,-3.755711,-38.488616,-3.733834,-38.50576,Fortaleza,2019-05-20 11:08:48.001
33369,-23.66984,-46.604083,-23.681256,-46.586346,Abc,2019-05-20 14:54:54.508
13670,-23.556777,-46.658946,-23.546753,-46.621203,Sao Paulo,2019-05-20 13:08:21.942
15674,-15.768961,-47.887929,-15.743560999999998,-47.898268,Brasilia,2019-05-19 21:54:25.746
14484,-30.0244985,-51.2002171,-30.0158604,-51.1941721,Porto Alegre,2019-05-19 18:54:16.502
30997,0.03115,-51.06285,0.041204000000000005,-51.07785300000001,Macapa,2019-05-20 18:56:18.528
36712,-15.79501,-47.916538,-15.840971,-47.887993,Brasilia,2019-05-20 12:55:20.014
34256,-22.897443,-47.078225,-22.8952516,-47.0616183,Restaurante Parceiro,2019-05-19 11:42:55.587
44478,-7.132358,-34.82521,-7.14911,-34.833199,Joao Pessoa,2019-05-19 20:17:15.986
36460,-1.446138,-48.489687,-1.44891,-48.46938400000001,Belem,2019-05-19 17:40:10.825
33397,-23.410894,-51.931619,-23.390907,-51.954317,Maringa,2019-05-19 12:36:11.986
32718,-10.97243,-37.063659,-10.975281,-37.04484,Aracaju,2019-05-20 12:32:32.299
622,-8.1192043,-34.9046934,-8.124536,-34.91785,Recife,2019-05-20 12:37:43.728
29458,-23.5442676,-46.6413056,-23.5496259,-46.6113732,Sao Paulo,2019-05-20 19:09:04.614
4849,-20.4498731,-54.59614420000001,-20.4534,-54.610255,Campo Grande,2019-05-20 12:48:46.976
2618,-16.7088682,-49.2669419,-16.6856709,-49.2620586,Goiania,2019-05-19 12:43:13.493
42942,-23.4566699,-46.5317803,-23.469865,-46.532548,Guarulhos,2019-05-19 14:35:33.585
11530,-23.521792,-46.181853,-23.528921,-46.169494,Mogi Das Cruzes,2019-05-20 19:38:03.727
21892,-27.595852500000003,-48.5448491,-27.5893619,-48.5578617,Florianopolis,2019-05-19 18:27:44.125
19438,-25.429441,-49.240161,-25.4068267,-49.22104829999999,Curitiba,2019-05-20 19:50:52.951
33188,-29.176059,-51.220344,-29.182541,-51.21527800000001,Caxias Do Sul,2019-05-19 18:27:48.147
38119,-23.532672100000006,-46.6644375,-23.53643,-46.662918,Sao Paulo,2019-05-20 12:51:22.165
10735,-23.622807,-46.667682,-23.602355,-46.646163,Sao Paulo,2019-05-19 14:43:42.816
12888,-22.997658,-43.358127,-23.006874,-43.325442,Rio - Barra,2019-05-19 13:20:30.069
25539,-23.566573,-46.652526,-23.528838,-46.662648,Sao Paulo,2019-05-19 11:19:39.958
42855,-23.5638762,-46.61561079999999,-23.5829619,-46.6203319,Sao Paulo,2019-05-19 21:22:30.997
17880,-23.561401,-46.560424,-23.555609,-46.56805900000001,Sao Paulo,2019-05-20 16:07:21.066
16826,-22.9987766,-43.3603408,-23.011691,-43.30824000000001,Rio - Barra,2019-05-20 19:31:51.780
44524,-23.523133,-46.6644211,-23.530635,-46.650479,Sao Paulo,2019-05-19 16:23:22.980
44116,-8.100876,-34.886492,-8.1128339,-34.8914641,Recife,2019-05-19 21:26:27.657
9257,-22.965835,-43.188548,-22.952655,-43.1770758,Rio - Zona Sul,2019-05-19 21:19:44.867
7742,-15.815183,-48.01586,-15.810785,-48.05979,Brasilia,2019-05-19 20:16:12.687
12583,-25.422704,-49.270245,-25.44043,-49.278134,Curitiba,2019-05-20 19:48:39.404
13148,-23.1996761,-46.889651,-23.222869600000006,-46.8812278,Jundiai,2019-05-19 12:42:40.643
26059,-19.9355383,-43.9360895,-19.9235212,-43.940866,Belo Horizonte,2019-05-20 12:38:43.913
1589,-23.2079914,-45.90604860000001,-23.2110414,-45.9091393,Sao Jose Dos Campos,2019-05-20 20:41:49.201
23974,-15.755474,-47.893887,-15.751810999999998,-47.897146,Brasilia,2019-05-19 19:52:28.521
46498,-16.7139212,-49.2388721,-16.6594863,-49.2454596,Goiania,2019-05-20 13:00:21.793
44207,-25.477605,-49.291074,-25.46112,-49.33403,Curitiba,2019-05-20 20:03:39.893
31249,-25.4408338,-49.2771541,-25.435995,-49.263701,Curitiba,2019-05-19 18:53:40.347
11682,-1.4447128,-48.4781456,-1.460156,-48.504717,Belem,2019-05-20 18:25:59.169
97,-21.174806,-47.823067,-21.1772315,-47.8133367,Ribeirao Preto,2019-05-20 18:21:02.057
22177,-23.571952,-46.660748,-23.546036,-46.686894,Sao Paulo,2019-05-20 20:49:42.614
1980,-23.5758202,-46.648496,-23.580537,-46.643268,Sao Paulo,2019-05-19 17:16:45.636
6460,-25.420629,-49.290302,-25.431878,-49.275529,Curitiba,2019-05-19 13:21:31.660
37673,-23.583791,-46.648123,-23.586055,-46.63353,Sao Paulo,2019-05-19 12:28:22.600
7444,-23.693031,-46.550439,-23.690416,-46.546688,Abc,2019-05-19 13:12:20.390
12446,-23.5513761,-46.6432169,-23.561923,-46.655848,Sao Paulo,2019-05-20 13:06:06.702
13222,-8.086761,-34.892959000000005,-8.04895,-34.897566999999995,Recife,2019-05-19 14:10:43.145
32028,-18.899358,-48.282249,-18.8949759,-48.2913749,Uberlandia,2019-05-19 16:52:20.365
32710,-23.4581285,-46.53044129999999,-23.4481397,-46.54907069999999,Guarulhos,2019-05-20 12:17:38.728
48026,-12.989627,-38.459637,-12.987538,-38.46123,Salvador,2019-05-20 20:13:13.257
680,-29.173772,-51.162033,-29.193819,-51.197143,Caxias Do Sul,2019-05-19 21:22:07.523
32801,-23.3421175,-51.1852585,-23.349094,-51.206905,Londrina,2019-05-20 11:38:41.787
6419,-25.4271207,-49.2553413,-25.411623,-49.227445,Curitiba,2019-05-19 12:31:47.804
9935,-23.418769,-51.932844,-23.451095,-51.948735,Maringa,2019-05-19 20:10:57.033
42593,-23.9649065,-46.3222409,-23.965968,-46.322986,Santos,2019-05-19 19:48:18.053
34110,-15.745251,-47.893309,-15.752594,-47.890492,Brasilia,2019-05-20 14:10:45.840
8733,-23.5031605,-46.6350701,-23.498321,-46.612295,Sao Paulo,2019-05-19 17:26:39.288
40964,-19.973522,-43.946947,-19.961462,-43.95554,Belo Horizonte,2019-05-20 11:34:27.496
43075,-8.0623117,-34.8992023,-8.056903,-34.894664,Recife,2019-05-19 21:11:52.677
18066,-23.6930701,-46.5504359,-23.712271,-46.559817,Abc,2019-05-20 19:40:33.811
10540,-15.835178,-48.015895,-15.827160999999998,-47.979386100000006,Brasilia,2019-05-19 11:50:08.587
42404,-15.818181,-47.874849,-15.830008,-47.860588,Brasilia,2019-05-20 11:47:00.746
101,-8.058906499999999,-34.88657429999999,-8.060114,-34.881821,Recife,2019-05-20 15:26:05.323
30592,-16.708764000000002,-49.264732,-16.6883614,-49.2694309,Goiania,2019-05-19 12:24:30.085
41012,-20.4611595,-54.6078176,-20.506396,-54.612388,Campo Grande,2019-05-19 19:06:13.622
39623,-23.59355,-46.67852,-23.6255937,-46.664783,Sao Paulo,2019-05-20 12:18:06.900
2371,-7.218377999999999,-35.88756,-7.2359740000000015,-35.894669,Campina Grande,2019-05-20 18:17:36.000
35549,-20.4568861,-54.5869007,-20.428394,-54.58435400000001,Campo Grande,2019-05-19 15:10:35.389
26313,-23.5469877,-46.6498853,-23.5505555,-46.6471638,Sao Paulo,2019-05-20 12:12:15.756
45144,-23.6540894,-46.5351787,-23.669189000000006,-46.544582,Abc,2019-05-19 14:02:14.729
38162,-23.5595758,-46.6333892,-23.553588,-46.690474,Sao Paulo,2019-05-20 20:53:22.544
32497,-3.728972,-38.52779,-3.733856,-38.502091,Fortaleza,2019-05-20 16:33:06.653
27435,-22.9018267,-47.05509,-22.8992116,-47.0555461,Campinas,2019-05-19 13:55:51.883
23635,-23.609717,-46.666031,-23.6093458,-46.62288220000001,Sao Paulo,2019-05-19 14:22:30.387
17679,-15.8116709,-47.8976075,-15.795443,-47.912702,Brasilia,2019-05-19 21:57:16.427
14362,-16.705632,-49.268819,-16.688454999999998,-49.265477,Goiania,2019-05-20 19:40:33.198
19458,-19.9213133,-43.92086550000001,-19.922709,-43.942388,Belo Horizonte,2019-05-19 13:26:38.866
13671,-3.795798,-38.494122,-3.81051,-38.52366,Fortaleza,2019-05-20 11:22:26.667
14485,-23.591199,-46.619069,-23.5817921,-46.5738697,Sao Paulo,2019-05-19 18:31:18.587
12468,-21.1739754,-47.795687,-21.1670258,-47.8355884,Ribeirao Preto,2019-05-19 21:10:38.711
42471,-15.768772,-47.887049,-15.743742,-47.91213,Brasilia,2019-05-19 18:47:31.945
35139,-23.555362,-46.774,-23.544551,-46.748472,Restaurante Parceiro,2019-05-19 19:16:07.400
12576,-18.910389,-48.261806,-18.916201,-48.251489,Uberlandia,2019-05-19 11:29:54.324
46048,-22.897301,-43.180273,-22.910824,-43.184421,Rio - Centro,2019-05-19 12:26:37.437
13304,-16.699610999999994,-49.26003,-16.711969,-49.264619,Goiania,2019-05-19 14:42:00.484
33512,-8.076592,-34.910874,-8.052472999999999,-34.888799,Recife,2019-05-19 12:50:42.712
4402,-20.261404,-40.297459,-20.278555,-40.300674,Vitoria,2019-05-19 19:23:18.716
31979,-20.4761258,-54.6449098,-20.4388805,-54.65182660000001,Campo Grande,2019-05-20 11:14:29.360
917,-23.4995583,-46.6258718,-23.482278,-46.620314,Sao Paulo,2019-05-20 13:08:20.959
40336,-20.4927252,-54.63316089999999,-20.487863,-54.64579200000001,Campo Grande,2019-05-20 22:17:49.464
22926,-27.589754,-48.515281,-27.576646000000004,-48.511313,Florianopolis,2019-05-20 19:46:48.314
42606,-23.613693,-46.668713,-23.6062358,-46.68008400000001,Sao Paulo,2019-05-19 15:37:05.536
6271,-23.3421175,-51.1852585,-23.32436,-51.169265,Londrina,2019-05-19 19:16:34.066
30146,-12.936688,-38.394586,-12.937936,-38.373297,Salvador,2019-05-19 18:57:54.026
20252,-23.486437,-46.581702,-23.4902704,-46.6074643,Sao Paulo,2019-05-19 16:04:39.516
7959,-15.7649,-47.886007,-15.757687,-47.879638,Brasilia,2019-05-19 18:23:20.259
16227,-23.5658059,-46.6508012,-23.5823423,-46.66634699999999,Sao Paulo,2019-05-19 19:28:27.698
2026,-23.544693,-46.642938,-23.597228,-46.626562,Sao Paulo,2019-05-20 19:45:41.498
48343,-23.555344100000006,-46.6033141,-23.556852,-46.604351,Sao Paulo,2019-05-20 17:29:36.747
49446,-15.809981,-47.889564,-15.8071999,-47.8991079,Brasilia,2019-05-20 21:22:07.055
4986,-19.973522,-43.946947,-19.976438,-43.975853,Belo Horizonte,2019-05-20 12:25:06.871
47524,-8.1936195,-34.9190889,-8.189503,-34.921235,Recife,2019-05-19 15:35:06.191
22183,-20.3626809,-40.314572,-20.3606697,-40.3176597,Vila Velha,2019-05-19 13:55:24.464
27095,-23.548849,-46.643675,-23.539838,-46.653104,Sao Paulo,2019-05-19 15:07:22.789
5541,-23.5327904,-46.7262528,-23.550039,-46.749077,Sao Paulo,2019-05-20 12:56:39.587
49751,-5.8532294,-35.2027088,-5.874776,-35.202426,Natal,2019-05-19 18:02:06.810
42977,-21.18322,-47.80809489999999,-21.183504,-47.796455,Ribeirao Preto,2019-05-19 12:30:23.067
42902,-20.341977,-40.288792,-20.32989,-40.27861400000001,Vila Velha,2019-05-19 20:31:45.771
47951,-23.625519600000004,-46.6977851,-23.649743,-46.716789,Sao Paulo,2019-05-19 19:26:12.202
27152,-18.952737,-48.269431,-18.938921,-48.300214,Uberlandia,2019-05-20 22:05:49.694
11885,-22.9055526,-47.0460936,-22.906906,-47.045436,Campinas,2019-05-20 13:04:04.133
22848,-22.76025,-43.476597,-22.761624,-43.453133,Nova Iguacu,2019-05-19 12:44:54.711
40448,-22.9848629,-43.19662020000001,-22.9698185,-43.1865121,Rio - Zona Sul,2019-05-20 16:03:48.459
19575,-30.022485,-51.195658,-30.0283167,-51.19317789999999,Porto Alegre,2019-05-19 13:28:55.775
23653,-15.841759,-48.023777,-15.836768,-48.021192,Brasilia,2019-05-19 18:55:19.131
43642,-22.891767,-47.0472336,-22.892399800000003,-47.05799520000001,Campinas,2019-05-19 14:49:53.749
353,-3.766132,-38.551193,-3.764281,-38.533923,Fortaleza,2019-05-19 19:25:54.343
30663,-23.554873,-46.656805,-23.6362,-46.65635200000001,Sao Paulo,2019-05-19 13:15:08.298
8131,-22.9418588,-43.180974600000006,-22.9383492,-43.1768714,Rio - Zona Sul,2019-05-19 20:51:50.653
24154,-20.391824,-40.318555,-20.384652,-40.330834,Vila Velha,2019-05-19 13:06:39.069
5645,-8.118934,-34.904829,-8.114999000000001,-34.899089000000004,Recife,2019-05-19 14:00:01.721
513,-23.562152,-46.66769,-23.5281796,-46.65399779999999,Sao Paulo,2019-05-20 21:01:36.722
21908,-23.582909,-46.649674,-23.614064000000006,-46.67387700000001,Sao Paulo,2019-05-19 20:08:45.375
14830,-23.549388,-46.610611,-23.529173,-46.621839,Sao Paulo,2019-05-20 20:08:12.424
1856,-23.6836137,-46.5572468,-23.698587,-46.590266,Abc,2019-05-19 11:57:06.879
